id_institution,model,test_RMSE,test_SMAPE,test_R2,test_n_obs,normal_RMSE,normal_SMAPE,normal_R2,outage_RMSE,outage_SMAPE,outage_R2,outage_n_obs
25,MA-24,368055871.4627666,61.439066211769,-0.043000185650114986,4030,378233379.5218727,60.28248299330991,-0.05338621049163317,291698974.34841484,69.11019202813962,-0.02672182705147219,528
25,MA-168,374865079.67128825,61.55438124531097,-0.08194916712800127,4030,383533316.9469825,60.04193779959871,-0.08311386509777452,311322061.230032,71.58577697804648,-0.16950689070536762,528
26,Mean,850076416.6723683,65.10524979678061,-0.1437856085378988,4030,329423011.2223633,56.46831940074046,-0.07566227091525879,2189923200.701761,122.39034496142564,-1.6149309992871639,528
26,SN-24,515287274.66231495,57.84948715545065,0.5797308352449054,4030,382564148.3650121,60.14064139066423,-0.45069664511775676,1027568081.5694406,42.65323311810614,0.42426361625798037,528
26,SN-168,846331606.7298312,64.19258720041837,-0.13373045304130038,4030,397223670.2770561,58.9200291903682,-0.5640056235589388,2102500424.1740637,99.16322763828903,-1.4103196891533063,528
26,MA-24,400178672.4790312,52.91996114254931,0.7465241603021049,4030,322313363.28229266,55.45280631361261,-0.029733150699852384,730254901.0020789,36.12067366326199,0.7092287757845759,528
26,MA-168,557186308.940925,57.32300587164622,0.5086063217218963,4030,330131100.4208492,56.416717832018406,-0.08029147653920066,1283246617.8074071,63.334029952662455,0.10211085585560442,528
27,Mean,942596808.5701184,49.6157434049663,-0.031836160720871254,4030,944734397.7221023,46.41862544027117,-0.06557599873580378,928294504.1216168,70.82087051171317,-0.10873700937145725,528
27,SN-24,1046884269.5478348,49.29181036460592,-0.2727882634852403,4030,1060505610.2488832,47.696272589263685,-0.3427368688412471,951617272.1387637,59.87433553363722,-0.16514940549770185,528
27,SN-168,999573119.3516881,47.54887108254452,-0.16034717882732097,4030,973016322.5523738,43.31721677148846,-0.13032992276486732,1160430204.4679735,75.61563888049592,-0.7325869330078971,528
27,MA-24,898356564.142773,45.37777664621477,0.06274815371979969,4030,907855395.8720131,44.29377369049165,0.0159926745265061,832616390.8256897,52.567508371484436,0.1080368796584712,528
27,MA-168,933602719.1548307,47.6286186871187,-0.012238915058000233,4030,943492042.4915563,46.189461708888416,-0.06277531002610481,865154452.4525287,57.173936372274916,0.03696010137410077,528
28,Mean,389269873.03810525,57.16510792260835,-0.021559954641702683,4030,405715117.57822496,54.712945143763,-0.035706390997854554,254594930.49456552,73.42926332320768,-0.07683875948791852,528
28,SN-24,493505119.02255064,63.62408792172336,-0.6418958192156845,4030,516725691.43011737,61.822694972180855,-0.6800197423745187,296579546.14374506,75.57196312872689,-0.461280430059299,528
